"human_gene_id"	"mouse_gene_id"	"human_symbol"	"mouse_symbol"	"orthology_source"
"ENSG00000165626"	"ENSMUSG00000048186"	"BEND7"	"Bend7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105971"	"ENSMUSG00000000058"	"CAV2"	"Cav2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169877"	"ENSMUSG00000121605"	"AHSP"	"Ahsp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168769"	"ENSMUSG00000040943"	"TET2"	"Tet2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000121101"	"ENSMUSG00000010342"	"TEX14"	"Tex14"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000079819"	"ENSMUSG00000019978"	"EPB41L2"	"Epb41l2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000257057"	"ENSMUSG00000031927"	"C11orf97"	"1700012B09Rik"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000140943"	"ENSMUSG00000031835"	"MBTPS1"	"Mbtps1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188833"	"ENSMUSG00000036813"	"ENTPD8"	"Entpd8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000145332"	"ENSMUSG00000029312"	"KLHL8"	"Klhl8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136267"	"ENSMUSG00000036095"	"DGKB"	"Dgkb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183150"	"ENSMUSG00000032641"	"GPR19"	"Gpr19"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000091664"	"ENSMUSG00000030500"	"SLC17A6"	"Slc17a6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154743"	"ENSMUSG00000042389"	"TSEN2"	"Tsen2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000181827"	"ENSMUSG00000037674"	"RFX7"	"Rfx7"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110218"	"ENSMUSG00000031934"	"PANX1"	"Panx1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135094"	"ENSMUSG00000029597"	"SDS"	"Sds"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000148798"	"ENSMUSG00000034336"	"INA"	"Ina"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175029"	"ENSMUSG00000030970"	"CTBP2"	"Ctbp2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000127080"	"ENSMUSG00000021385"	"IPPK"	"Ippk"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000153930"	"ENSMUSG00000047773"	"ANKFN1"	"Ankfn1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166411"	"ENSMUSG00000032279"	"IDH3A"	"Idh3a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000006611"	"ENSMUSG00000030838"	"USH1C"	"Ush1c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000089737"	"ENSMUSG00000041645"	"DDX24"	"Ddx24"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144034"	"ENSMUSG00000054226"	"TPRKB"	"Tprkb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000074356"	"ENSMUSG00000020783"	"NCBP3"	"Ncbp3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105610"	"ENSMUSG00000054191"	"KLF1"	"Klf1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000122692"	"ENSMUSG00000028409"	"SMU1"	"Smu1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105370"	"ENSMUSG00000118560"	"LIM2"	"Lim2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141294"	"ENSMUSG00000020878"	"LRRC46"	"Lrrc46"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111605"	"ENSMUSG00000055531"	"CPSF6"	"Cpsf6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174125"	"ENSMUSG00000044827"	"TLR1"	"Tlr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000278023"	"ENSMUSG00000010362"	"RDM1"	"Rdm1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105676"	"ENSMUSG00000002343"	"ARMC6"	"Armc6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154710"	"ENSMUSG00000025340"	"RABGEF1"	"Rabgef1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000109684"	"ENSMUSG00000039315"	"CLNK"	"Clnk"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000080823"	"ENSMUSG00000056458"	"MOK"	"Mok"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000189283"	"ENSMUSG00000060579"	"FHIT"	"Fhit"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000056291"	"ENSMUSG00000035528"	"NPFFR2"	"Npffr2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000310560"	"ENSMUSG00000047617"	"PAXX"	"Paxx"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000131368"	"ENSMUSG00000014551"	"MRPS25"	"Mrps25"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178802"	"ENSMUSG00000032306"	"MPI"	"Mpi"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173320"	"ENSMUSG00000038143"	"STOX2"	"Stox2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135966"	"ENSMUSG00000070939"	"TGFBRAP1"	"Tgfbrap1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000109390"	"ENSMUSG00000037152"	"NDUFC1"	"Ndufc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108511"	"ENSMUSG00000000690"	"HOXB6"	"Hoxb6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000145794"	"ENSMUSG00000024593"	"MEGF10"	"Megf10"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000090554"	"ENSMUSG00000110206"	"FLT3LG"	"Flt3l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000148935"	"ENSMUSG00000030498"	"GAS2"	"Gas2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108588"	"ENSMUSG00000078622"	"CCDC47"	"Ccdc47"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183495"	"ENSMUSG00000029505"	"EP400"	"Ep400"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176142"	"ENSMUSG00000002845"	"TMEM39A"	"Tmem39a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139908"	"ENSMUSG00000007591"	"TSSK4"	"Tssk4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000165140"	"ENSMUSG00000069805"	"FBP1"	"Fbp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000164675"	"ENSMUSG00000046192"	"IQUB"	"Iqub"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000018280"	"ENSMUSG00000026177"	"SLC11A1"	"Slc11a1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137842"	"ENSMUSG00000054484"	"TMEM62"	"Tmem62"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000119718"	"ENSMUSG00000004788"	"EIF2B2"	"Eif2b2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110321"	"ENSMUSG00000005610"	"EIF4G2"	"Eif4g2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000112992"	"ENSMUSG00000025453"	"NNT"	"Nnt"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135211"	"ENSMUSG00000045435"	"TMEM60"	"Tmem60"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000047662"	"ENSMUSG00000015879"	"FAM184B"	"Fam184b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198598"	"ENSMUSG00000029436"	"MMP17"	"Mmp17"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000241468"	"ENSMUSG00000038690"	"ATP5MF"	"Atp5mf"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000168484"	"ENSMUSG00000022097"	"SFTPC"	"Sftpc"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134962"	"ENSMUSG00000029195"	"KLB"	"Klb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173011"	"ENSMUSG00000029196"	"TADA2B"	"Tada2b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188368"	"ENSMUSG00000058741"	"PRR19"	"Prr19"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000153707"	"ENSMUSG00000028399"	"PTPRD"	"Ptprd"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172752"	"ENSMUSG00000091345"	"COL6A5"	"Col6a5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138738"	"ENSMUSG00000029913"	"PRDM5"	"Prdm5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000092208"	"ENSMUSG00000060121"	"GEMIN2"	"Gemin2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000129353"	"ENSMUSG00000057193"	"SLC44A2"	"Slc44a2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000159217"	"ENSMUSG00000013415"	"IGF2BP1"	"Igf2bp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000215021"	"ENSMUSG00000004264"	"PHB2"	"Phb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182950"	"ENSMUSG00000045620"	"CIMAP1C"	"Cimap1c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174871"	"ENSMUSG00000024873"	"CNIH2"	"Cnih2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000103710"	"ENSMUSG00000041696"	"RASL12"	"Rasl12"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196411"	"ENSMUSG00000029710"	"EPHB4"	"Ephb4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000023287"	"ENSMUSG00000025907"	"RB1CC1"	"Rb1cc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169926"	"ENSMUSG00000052040"	"KLF13"	"Klf13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000123612"	"ENSMUSG00000026834"	"ACVR1C"	"Acvr1c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000148357"	"ENSMUSG00000055632"	"HMCN2"	"Hmcn2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000140263"	"ENSMUSG00000027227"	"SORD"	"Sord"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000114735"	"ENSMUSG00000032579"	"HEMK1"	"Hemk1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111291"	"ENSMUSG00000030205"	"GPRC5D"	"Gprc5d"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167580"	"ENSMUSG00000023013"	"AQP2"	"Aqp2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174669"	"ENSMUSG00000024891"	"SLC29A2"	"Slc29a2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000271605"	"ENSMUSG00000040528"	"MILR1"	"Milr1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000110876"	"ENSMUSG00000048163"	"SELPLG"	"Selplg"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197757"	"ENSMUSG00000001661"	"HOXC6"	"Hoxc6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000152128"	"ENSMUSG00000026347"	"TMEM163"	"Tmem163"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000119121"	"ENSMUSG00000024727"	"TRPM6"	"Trpm6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000064102"	"ENSMUSG00000040250"	"INTS13"	"Ints13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160602"	"ENSMUSG00000017405"	"NEK8"	"Nek8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143889"	"ENSMUSG00000024095"	"HNRNPLL"	"Hnrnpll"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000118564"	"ENSMUSG00000039753"	"FBXL5"	"Fbxl5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000140459"	"ENSMUSG00000032323"	"CYP11A1"	"Cyp11a1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000165588"	"ENSMUSG00000021848"	"OTX2"	"Otx2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000184560"	"ENSMUSG00000044084"	"SPEM2"	"Spem2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136960"	"ENSMUSG00000022425"	"ENPP2"	"Enpp2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000005189"	"ENSMUSG00000030924"	"REXO5"	"Rexo5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169006"	"ENSMUSG00000020591"	"NTSR2"	"Ntsr2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175662"	"ENSMUSG00000000538"	"TOM1L2"	"Tom1l2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000122375"	"ENSMUSG00000021799"	"OPN4"	"Opn4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166762"	"ENSMUSG00000033486"	"CATSPER2"	"Catsper2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000164535"	"ENSMUSG00000039206"	"DAGLB"	"Daglb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167081"	"ENSMUSG00000038718"	"PBX3"	"Pbx3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000156030"	"ENSMUSG00000042507"	"MIDEAS"	"Mideas"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000272333"	"ENSMUSG00000006307"	"KMT2B"	"Kmt2b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154473"	"ENSMUSG00000066979"	"BUB3"	"Bub3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143921"	"ENSMUSG00000024254"	"ABCG8"	"Abcg8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000109920"	"ENSMUSG00000008200"	"FNBP4"	"Fnbp4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000122971"	"ENSMUSG00000029545"	"ACADS"	"Acads"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136319"	"ENSMUSG00000006288"	"TTC5"	"Ttc5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136425"	"ENSMUSG00000037493"	"CIB2"	"Cib2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000106952"	"ENSMUSG00000028362"	"TNFSF8"	"Tnfsf8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000023318"	"ENSMUSG00000028343"	"ERP44"	"Erp44"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175166"	"ENSMUSG00000006998"	"PSMD2"	"Psmd2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138768"	"ENSMUSG00000029407"	"USO1"	"Uso1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000016082"	"ENSMUSG00000042258"	"ISL1"	"Isl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000144043"	"ENSMUSG00000014748"	"TEX261"	"Tex261"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000126804"	"ENSMUSG00000033454"	"ZBTB1"	"Zbtb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000086666"	"ENSMUSG00000030629"	"ZFAND6"	"Zfand6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197948"	"ENSMUSG00000038524"	"FCHSD1"	"Fchsd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000104823"	"ENSMUSG00000053898"	"ECH1"	"Ech1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000023041"	"ENSMUSG00000024982"	"ZDHHC6"	"Zdhhc6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000211455"	"ENSMUSG00000001630"	"STK38L"	"Stk38l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000019505"	"ENSMUSG00000027220"	"SYT13"	"Syt13"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000107372"	"ENSMUSG00000024750"	"ZFAND5"	"Zfand5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000143951"	"ENSMUSG00000020319"	"WDPCP"	"Wdpcp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000152910"	"ENSMUSG00000031772"	"CNTNAP4"	"Cntnap4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187533"	"ENSMUSG00000002240"	"PRR27"	"Prr27"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137501"	"ENSMUSG00000030616"	"SYTL2"	"Sytl2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000164604"	"ENSMUSG00000048216"	"GPR85"	"Gpr85"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000131203"	"ENSMUSG00000031551"	"IDO1"	"Ido1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000100897"	"ENSMUSG00000022214"	"DCAF11"	"Dcaf11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000181982"	"ENSMUSG00000045790"	"CCDC149"	"Ccdc149"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000086061"	"ENSMUSG00000028410"	"DNAJA1"	"Dnaja1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136280"	"ENSMUSG00000000378"	"CCM2"	"Ccm2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000104728"	"ENSMUSG00000071176"	"ARHGEF10"	"Arhgef10"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125744"	"ENSMUSG00000030401"	"RTN2"	"Rtn2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000113119"	"ENSMUSG00000006850"	"TMCO6"	"Tmco6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000123353"	"ENSMUSG00000025353"	"ORMDL2"	"Ormdl2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125089"	"ENSMUSG00000036553"	"SH3TC1"	"Sh3tc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000153048"	"ENSMUSG00000008393"	"CARHSP1"	"Carhsp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000086475"	"ENSMUSG00000026662"	"SEPHS1"	"Sephs1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135406"	"ENSMUSG00000023484"	"PRPH"	"Prph"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000180871"	"ENSMUSG00000026180"	"CXCR2"	"Cxcr2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000221926"	"ENSMUSG00000047821"	"TRIM16"	"Trim16"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141985"	"ENSMUSG00000003200"	"SH3GL1"	"Sh3gl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000181929"	"ENSMUSG00000067713"	"PRKAG1"	"Prkag1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182698"	"ENSMUSG00000033061"	"RESP18"	"Resp18"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137100"	"ENSMUSG00000028447"	"DCTN3"	"Dctn3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000112541"	"ENSMUSG00000023868"	"PDE10A"	"Pde10a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000145723"	"ENSMUSG00000026333"	"GIN1"	"Gin1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135898"	"ENSMUSG00000049608"	"GPR55"	"Gpr55"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
